degallsub_w_avg,degallsub_b_avg,pet_avg,ICallsub_w_avg,ICallsub_b_avg,AvgMIallsub_avg,btw_avg,mmp_roi_id,yeo_7_nw,network_number
2.024357010156804,22.263157894736842,28.39801115738718,28.749632005740743,28.452480092698437,0.0821823362414263,0.0015119262808988673,18,Vis,1
1.6087764413604653,18.9375,29.32078182697296,29.366685338363084,29.60671557790993,0.07268780385676729,0.10567537939894424,19,Vis,1
1.6522194044823728,16.94736842105263,25.45809775904605,28.754366863109272,28.809446245928047,0.09083565010858784,0.0010348422838113317,20,Vis,1
1.3151659996534337,14.842105263157896,25.92900258616397,28.41328538008115,28.478474711607145,0.08127240520610303,0.000498941815409035,21,Vis,1
1.4237573423932586,14.31578947368421,27.76987281598543,28.56479274550348,28.461692515538786,0.0907909764914271,0.0003958466254804625,22,Vis,1
0.805652588529837,14.421052631578947,29.841733581141423,28.99500481340686,28.830256279785264,0.04510651275255053,0.0019253080752279336,23,Vis,1
1.0322708126999232,20.789473684210527,37.09673469945004,29.444142080886888,29.447702991224133,0.047274686123186825,0.002355934965875185,24,SomMot,2
1.2798479980172726,19.736842105263158,30.675595534475224,29.93475613116133,30.092907841819198,0.06224025410131452,0.0023358687720062676,25,SalVentAttn,5
0.9190252913453669,15.0,29.7807939930966,31.18856332286608,31.05142651895842,0.05551282628757043,0.0019464208052850256,26,Default,4
1.7675754607831373,27.842105263157894,33.15655597887541,31.23945233822469,30.880572774924914,0.06403707603174834,0.004768382885911812,27,Default,4
0.8564961802844229,10.157894736842104,28.312660819605778,29.966381627020898,29.932593210519528,0.08123396538572827,0.0006466683611452601,28,Default,4
1.5208221781320914,16.31578947368421,32.26195972844174,30.939565864449108,31.058044643899024,0.08613171993813762,0.0007576011970917942,29,Cont,6
3.078789962546835,27.789473684210527,39.264155538458574,33.69902830891372,31.92890924346679,0.10996247083332691,0.004419067306928407,30,Default,4
2.7688261815136124,28.57894736842105,33.46572092959755,32.64882651835662,30.670929534408447,0.09629787547594823,0.005677504322421965,31,Default,4
1.121032277450366,23.157894736842106,35.19716127295243,32.31354060682768,31.460083182267674,0.047614923109954306,0.005673409180816063,32,Default,4
1.4173911520014437,12.88888888888889,36.64061029333817,34.70710514621473,33.4286938384482,0.1080045747193425,0.034538376126037475,33,Default,4
2.850245935002571,30.31578947368421,40.114534629018685,33.94694915682527,32.348412418833995,0.09810351269085023,0.004858066487081057,34,Default,4
1.9935366668393302,23.736842105263158,35.65924962361654,33.95252518092911,32.188034230916905,0.0819210783859912,0.005538679021981901,35,Default,4
0.6877719867422135,10.894736842105264,27.768655827170925,28.358880807937425,28.50373566497671,0.051618782029880676,0.0007988256225912036,36,SomMot,2
1.9416020159487335,34.63157894736842,27.210476699628327,29.870117180684748,30.029298493339454,0.05229278729140199,0.008080123902604429,37,SalVentAttn,5
1.978031982945791,38.78947368421053,29.549762725830078,30.605551723572752,30.416449269677322,0.04525647065429692,0.012597884122235063,38,SalVentAttn,5
0.953887523700911,14.157894736842104,22.29451894760132,28.76478100763086,29.082620621232092,0.060265234405047455,0.00099788363081807,39,SomMot,2
3.1785247497746303,38.89473684210526,30.97888499812076,29.785626183722,30.166312154232777,0.07597741828755533,0.0033789013390294023,40,SomMot,2
1.4812866317643332,25.36842105263158,30.14529218171772,30.77617143353506,30.89675071256725,0.050157961881718734,0.00571517962519626,41,SalVentAttn,5
1.5365131476179748,25.473684210526315,26.01325677570544,28.796304832818645,29.545483563986114,0.0552745085632658,0.003635666717719432,42,DorsAttn,3
2.6555418968543316,38.68421052631579,32.03290628132067,31.179778820399076,31.006650588055575,0.06399102124433897,0.005920346219651929,43,SalVentAttn,5
0.9993182746090873,18.842105263157894,28.04779399068732,31.31555421609543,31.151677495384046,0.046456314669512985,0.0029324854024127306,44,DorsAttn,3
1.9292128056747275,22.894736842105264,26.323813112158525,29.946072943074647,30.492057991896935,0.08026020042114214,0.0015995623112651611,45,DorsAttn,3
1.2333428131134814,12.736842105263158,23.813943436271266,29.854335678443476,30.42141668463266,0.08472822460204409,0.000542924773795753,46,DorsAttn,3
1.1383494137465726,15.052631578947368,26.597617701480264,29.314137080959586,29.530526102531883,0.07294070051558639,0.0010316384377314206,47,DorsAttn,3
1.7258315434469098,22.894736842105264,29.880224629452353,29.918498159888102,29.985953464616028,0.07109132385744425,0.003403472188664812,48,DorsAttn,3
0.9892821109217947,12.526315789473685,20.611652750717965,28.653596037401712,29.132277652147998,0.07154583819676015,0.0006501805138419882,49,DorsAttn,3
2.5975021011022195,30.42105263157895,31.794436504966335,30.210176713634617,30.033611652950473,0.08085200837966217,0.004678289770581977,50,DorsAttn,3
1.2487633001663163,15.105263157894736,22.9087875767758,28.833462766448267,28.8041149296473,0.07825003077966396,0.0004464216243133471,51,SomMot,2
3.3306136878945303,44.8421052631579,29.057440958525007,29.00964767824105,29.670371800445285,0.07073244299668358,0.007662419458802465,52,SomMot,2
2.8167702179951624,46.0,28.779393698039808,29.58526391873317,30.01374660590171,0.056640138485017325,0.00921939229736625,53,SomMot,2
1.0875774774515152,14.0,25.48037912971095,29.847973843573275,30.01784759742309,0.06951819191876153,0.0009653016604161157,54,SomMot,2
1.8491334007690292,25.63157894736842,27.180766833455937,29.326743680196003,29.620191224254654,0.061624791755983295,0.0036381238026829722,55,SomMot,2
0.5820241283005889,7.277777777777778,24.477233234204743,30.1195538309438,30.574775441908123,0.06999326835336862,0.0005757769097897636,56,DorsAttn,3
0.9985635379797339,21.736842105263158,29.82726508692691,30.694570322955745,30.651667677561356,0.04228546533032874,0.004825714868394434,57,SalVentAttn,5
0.610835850101146,20.823529411764707,22.8199249903361,30.86901433241551,30.6948350654701,0.025491111764945912,0.03784607017926073,58,Cont,6
1.0089464059033868,25.473684210526315,27.578638227362383,31.145095576913423,31.122474239300022,0.03828406729166789,0.00912069938466402,59,SalVentAttn,5
1.4563621270668736,26.36842105263158,32.056497272692226,31.056018317105107,31.041752449162793,0.04978507701325234,0.004265089982546506,60,SalVentAttn,5
1.6398412266738314,22.0,31.97661977065237,29.60603972915975,29.604499726409745,0.06775578649038198,0.002377229702225873,61,Default,4
1.6261140463627488,24.105263157894736,31.652185138903167,30.415111712619556,30.549962082401354,0.06006144212085603,0.0024677323317162984,62,Default,4
