degallsub_w_avg,degallsub_b_avg,pet_avg,ICallsub_w_avg,ICallsub_b_avg,AvgMIallsub_avg,btw_avg,mmp_roi_id,yeo_7_nw,network_number
11.267971355666255,27.05263157894737,32.145399244208086,29.340365445334843,29.176659074975813,0.4039715639579695,0.01083280490382583,1,Vis,1
2.819089655801357,8.333333333333334,29.206007229654414,29.92532234276068,29.9247944098129,0.3077697913905525,0.0006476355873946235,2,Vis,1
5.638620279328438,14.222222222222221,28.62180250569394,29.219385381538295,29.2468675808152,0.37565776398093487,0.0024281309421871674,3,Vis,1
11.817245914048266,26.736842105263158,30.45355028855173,29.41907196896485,29.326566638869902,0.42965576121735455,0.007220917810645141,4,Vis,1
10.641882590500137,23.894736842105264,28.681362804613617,28.963430376123895,28.863178167718644,0.43334710819214,0.003318632519647104,5,Vis,1
9.610618624914212,22.57894736842105,27.68495067797209,28.89706538836355,28.894963282494054,0.4166195117644668,0.0025345573855402644,6,Vis,1
5.569124304258425,13.052631578947368,29.607410380714818,28.301375032810455,28.24123760608619,0.39891196259635603,0.0005703494659317953,7,Vis,1
13.454887694316385,36.21052631578947,28.8551956979852,29.460285147134964,29.6091330016892,0.3592004250393008,0.02205883753125351,8,SomMot,2
8.153034280267947,23.68421052631579,30.081069946289062,29.406974558934273,29.573113698739714,0.333310562290682,0.008238739690863977,9,SomMot,2
2.3650274028426614,7.777777777777778,32.55516097420141,29.923160570114728,29.941305053044875,0.2938307125170555,0.0013856100075979594,10,DorsAttn,3
1.9477717934163377,6.055555555555555,33.148111594350716,31.117522358622423,31.14116301613013,0.3105790791813506,0.0010749860147450509,11,DorsAttn,3
2.4566512099857314,7.444444444444445,28.901959369057103,31.555053007045387,31.43265203940313,0.33569940353841676,0.0008066180993183119,12,Default,4
5.499381886247105,12.631578947368421,24.83461211857043,29.046597327447774,29.101816076444084,0.41871302715780456,0.000316049571896489,13,Vis,1
8.321556522883705,25.42105263157895,29.363470766279434,32.9278290873321,32.65911779623527,0.3259416888611909,0.029047912846264144,14,Default,4
9.718227008594335,26.05263157894737,35.64888502422132,31.43751829953439,31.243875398829417,0.36855852349654233,0.012463795437796705,15,Default,4
4.957705650932391,12.842105263157896,29.77951461390445,28.309689156201294,28.406452143978047,0.3666738253235016,0.0013139328294686568,16,Vis,1
8.908338769049434,22.894736842105264,30.85733027207224,29.053959916201723,29.139382190811883,0.37685158497046756,0.0065306270125547235,17,Vis,1
5.66517091590372,14.88888888888889,28.39801115738718,28.854275224952126,28.802603547368133,0.36408150575319703,0.0015808981672435487,18,Vis,1
4.814343487700862,12.866666666666667,29.32078182697296,29.207732013699104,29.314207583905198,0.34298918494975833,0.12426633460770005,19,Vis,1
4.525996916593956,11.789473684210526,25.45809775904605,28.809111080407973,28.822227988615044,0.3620314025642209,0.000571975235334555,20,Vis,1
3.7598312237861125,10.052631578947368,25.92900258616397,28.302248928654116,28.29708585193887,0.3571600217993894,0.0004522594884040667,21,Vis,1
4.037514104673678,10.368421052631579,27.76987281598543,28.52566180653213,28.47982815047106,0.37026241396206483,0.0002761443229196596,22,Vis,1
2.6595020397489075,8.0625,29.841733581141423,29.11426562604123,29.106980635641705,0.3006343387263188,0.0010694197441185392,23,Vis,1
3.047606448497026,9.842105263157896,37.09673469945004,29.160238692977916,29.112459118118416,0.30347784619773677,0.002589436826384618,24,SomMot,2
3.2111254058005247,9.210526315789474,30.675595534475224,29.945995105303428,30.04160821141238,0.34955101708060493,0.002019737668213926,25,SalVentAttn,5
2.5123725875573233,7.235294117647059,29.7807939930966,31.10484318977673,31.06737469000557,0.3361229447595994,0.0008689035420963132,26,Default,4
4.434362888250058,12.736842105263158,33.15655597887541,31.155132508452773,31.001124810737668,0.3463393330789519,0.003353861153480685,27,Default,4
2.2456270125165587,6.166666666666667,28.312660819605778,30.029641815432758,29.96457103072058,0.3558671800505663,0.0006409163035669059,28,Default,4
3.8205761926904485,10.157894736842104,32.26195972844174,30.715776311357892,30.76831872811791,0.3664174349796678,0.0015246169864643758,29,Cont,6
6.425941781960854,15.157894736842104,39.264155538458574,33.77223067027507,33.48458542351691,0.42862566671091185,0.0025396882826601705,30,Default,4
6.262144663282089,15.894736842105264,33.46572092959755,32.77147265144379,32.321312099766836,0.4002764458885569,0.00478204901159879,31,Default,4
2.8006049635150108,8.947368421052632,35.19716127295243,32.76421836408499,32.561565720547364,0.31507833549980246,0.00277687325880097,32,Default,4
3.31812286133742,7.944444444444445,36.64061029333817,34.86682884173417,34.547924891567334,0.4080869456398941,0.04546353582498161,33,Default,4
6.613423167963215,16.789473684210527,40.114534629018685,34.16138582931708,33.860920357740305,0.4073308610467571,0.0030501332023209005,34,Default,4
4.3369054229762805,11.31578947368421,35.65924962361654,33.935513381378286,33.58040876991078,0.3868008659635504,0.002450182287177326,35,Default,4
2.3760141431621418,6.8125,27.768655827170925,28.318749219737576,28.386133406345994,0.32233976186387125,0.000529143601432758,36,SomMot,2
5.530224743275831,17.210526315789473,27.210476699628327,29.819770775347468,29.83184538078707,0.31179139202584844,0.006422084735337748,37,SalVentAttn,5
4.910929404384194,15.0,29.549762725830078,30.693927614520984,30.62405648683194,0.3132263797567327,0.009795438008289414,38,SalVentAttn,5
2.6600695334479516,7.631578947368421,22.29451894760132,28.698981807183042,28.78970613948746,0.31195212419212215,0.0004661287793817914,39,SomMot,2
8.50081350774584,23.210526315789473,30.97888499812076,29.758877555065737,29.893034793335698,0.35019204618559296,0.00470825930559602,40,SomMot,2
