0.152100,0.067766,0.364086,0.479455,0.472028,0.304834,-0.520710,-0.326350,0.789114,-0.107244,-0.247160,0.184158,0.942700,0.970618,1.146816,0.234817,-0.251656,-1.271509,0.866040,-0.096636,0.254649,-0.445623,0.120837,-0.426220
0.231150,1.101635,-0.298613,-1.146059,0.627700,-2.434748,-0.731797,-0.827867,5.321948,0.252403,-1.029681,-0.708044,1.832366,1.977298,1.905522,3.157277,0.369081,-0.323086,0.130716,-0.443157,0.767010,-1.888394,0.357183,-0.473381
-1.192342,-0.488096,-0.071431,-0.069272,-0.153393,-0.012835,-0.714030,-0.719957,0.471212,-0.147223,-1.147810,-0.341880,1.062596,0.691128,1.343142,-0.059664,-1.342710,-0.246498,-0.116561,-0.624362,-0.476917,-0.520779,-0.465730,-1.032502
0.416103,0.210889,0.343421,0.430513,0.415735,-0.226234,-0.578645,-0.375579,0.504921,-0.015741,-0.282642,-0.024236,0.702396,1.012270,0.799858,0.661794,-0.328757,-1.101417,0.883127,0.175691,0.397014,-0.643902,-0.340154,-0.211911
0.968405,0.155295,0.196091,0.234363,0.009312,-0.555800,-0.361756,-0.608747,0.739249,0.251018,-0.364363,-0.235882,0.730745,0.951464,0.727470,1.195118,-0.432782,-1.058082,0.857279,0.127660,0.856979,-0.679840,-0.188216,-0.184295
1.612361,0.315847,0.156293,0.165852,-0.224124,-0.558818,-0.554595,-0.559391,1.483198,0.293570,-0.311794,0.034835,0.530784,1.484575,0.606810,0.777454,-0.878770,-1.562430,0.977648,0.186010,1.248888,-1.063595,0.170373,-0.493804
3.629469,-1.094781,0.581245,0.866380,0.118960,0.212649,-0.087344,-0.704299,2.267891,0.196930,-0.921710,0.122296,1.179874,2.611003,0.794055,1.070091,-1.345737,-1.409307,1.834139,0.696777,1.809972,-0.802881,-0.684584,-0.548589
-1.513449,-0.158592,0.128894,-0.319328,-0.495867,-0.350953,-0.397326,3.349486,-0.703411,-0.222584,-0.980124,-1.267307,0.071664,-0.099486,0.641726,1.242751,0.311168,1.607642,-0.101788,-1.344759,-0.697017,-1.493361,0.224508,-1.183015
-1.279486,-0.264432,-0.033219,-0.501837,-0.445789,-0.283009,-0.202290,3.225389,-0.544825,0.351637,-1.147419,-1.133481,0.791021,0.025658,0.572487,0.917488,0.507807,2.638878,0.073934,-1.158491,-0.643211,-1.480330,0.306421,-1.041617
-0.892631,1.321868,1.207932,1.488539,-0.510325,-0.725238,0.169993,2.071080,-0.197939,1.144450,-1.011196,-0.783778,0.359154,0.448872,4.282597,2.539454,1.198611,-0.082721,1.098204,-1.030199,0.505379,-2.928524,0.117897,-1.424391
-0.599105,2.758648,1.182174,2.933617,-0.848042,-0.292989,0.148679,0.969849,1.243846,0.367344,-1.248349,-1.077977,0.190958,0.122286,2.871262,2.503844,2.273262,-1.358744,3.216705,-0.899152,-0.174069,-2.217141,-0.746807,-0.405882
-0.547078,3.722809,0.461593,1.769569,-0.126830,-0.350451,-0.427979,1.066153,-0.170957,0.036823,-1.835012,-0.727445,0.245969,-0.012438,1.811167,1.453665,2.638313,-0.277152,2.872068,-0.365733,-0.026679,-1.600947,0.066340,-0.561270
0.225730,0.132784,-0.158866,-0.399651,0.138320,-0.075675,-0.405703,-0.509919,1.482265,-0.036951,-0.383619,0.247355,1.733628,1.090360,1.905337,1.326102,-0.221203,-0.717451,-0.527466,-0.987364,-0.435743,-0.547525,-0.069733,-0.106368
-0.434438,-0.000965,-0.667952,0.073853,2.305877,-0.834292,-1.069070,-2.088642,-0.854430,-0.436055,-0.148109,-0.312763,-0.497628,-0.740296,-1.006155,-0.646549,-0.387216,0.110501,-0.722890,0.998938,-0.621711,-0.692233,0.197446,-0.554419
-0.842707,0.466746,0.598630,0.269605,1.028349,-0.586883,-0.075291,-1.300976,-1.013973,-0.287699,-0.634468,0.097149,0.178526,1.117928,0.086105,0.564841,-0.575489,-1.044348,0.110630,1.117174,-0.253929,-0.817984,0.301771,-0.394496
0.483695,0.180250,0.782768,0.901131,-0.796018,-0.496588,-0.372844,-0.227002,3.298079,0.286516,-0.650996,-0.259446,1.565202,2.100428,2.683648,2.270926,-0.518273,-1.474902,-0.079058,0.071797,0.054465,-0.915955,0.139873,-0.678457
-0.493720,-0.132309,1.013059,2.450304,-0.360211,-0.233374,-0.092011,0.234455,1.897410,1.909841,-1.208761,0.868255,0.555300,2.141872,1.574193,2.118894,-1.503306,-1.649553,0.756981,0.862633,0.109297,-1.267585,-0.139542,-1.265423
4.191236,1.332493,-0.417646,-0.050334,-0.558198,-1.181905,-1.270657,-2.089074,1.964571,-0.095797,-1.624132,-0.418865,0.107135,1.181794,-0.681925,1.018633,-0.977474,-2.082180,3.588329,0.578152,3.407260,-0.991192,-0.276953,-0.774383
0.902926,-0.648402,1.286634,1.912160,0.370981,-1.223633,0.191712,-0.363042,2.801427,1.162944,0.035930,-0.224103,0.881985,2.553594,2.397165,0.912116,-1.481821,-2.231658,0.627276,0.203349,1.460331,-2.231753,-1.118761,0.003849
1.587063,-0.016657,0.454541,0.949158,0.159235,-0.539742,-1.256222,-1.567480,1.859801,0.177753,-0.328344,0.243966,1.295620,1.227516,0.551680,1.007446,-0.968278,-1.292181,0.841885,-0.305332,1.413476,-0.989103,0.271748,-0.606969
1.787694,0.390428,-0.267201,-0.573259,0.256330,-1.381623,-0.704872,-1.245972,3.736260,0.203916,-2.226241,-0.001164,0.542288,1.557147,1.463220,2.680958,-0.979287,-1.397897,0.838789,-0.150286,2.000868,-1.686420,0.352623,-0.790741
3.107298,0.345121,0.041305,-0.651315,0.096927,-1.064208,-0.726964,-1.653233,2.721940,0.562708,-1.476928,-0.258340,0.318574,1.730923,0.859334,1.241705,-1.222148,-1.302460,2.202232,0.470859,2.257481,-1.715329,0.125761,-0.774691
0.975626,0.343322,-0.260084,-1.323199,-0.330136,-2.179406,-1.404860,-0.517933,6.360347,-0.150871,-1.833931,-0.875856,1.601918,2.824758,3.070809,4.734195,-0.550026,-0.284364,-0.795545,-0.235364,0.904048,-1.792817,0.388253,-0.218899
-1.397225,2.118345,-0.452445,0.247683,-0.895887,-0.202068,-0.871075,0.613634,-0.795624,-1.677852,-1.449086,-0.314779,3.336738,-0.395981,-0.756872,0.546066,13.484220,1.385163,2.096512,-0.950836,1.119684,-0.907342,-0.918416,-2.166782
-0.347971,1.870667,0.158182,-0.094836,0.867890,-0.670467,0.608857,0.206140,-0.679936,-0.561227,-0.801673,-0.336856,0.492716,-0.267924,0.934065,2.536851,3.021808,0.067510,1.364508,-0.790613,-0.055438,-0.940513,0.325492,-0.318548
-0.254812,1.473186,0.623152,0.310331,1.334383,-0.088888,0.049232,0.448082,-0.281567,0.104156,-0.283573,-0.762351,-0.485250,-0.728455,-0.364479,1.623146,0.313281,-0.238101,1.024001,0.258279,-0.363048,0.375345,-0.140544,0.585587
-0.101530,0.189598,-0.138715,0.054583,0.834003,-0.822035,-0.556984,-0.736944,-0.247982,-0.026695,-0.889837,-0.589639,-0.087327,0.778627,0.294400,-0.092590,0.026544,0.183027,-0.684294,-0.736381,-0.562706,-0.979120,0.296529,1.121226
0.351659,3.488224,-0.027949,-0.081267,0.778774,-0.370116,-0.655966,-0.709692,-0.029321,-0.340044,-1.288780,-0.188147,0.446930,-0.363138,0.843128,0.736201,2.186873,-0.778416,1.687589,0.506060,0.261014,-0.131980,0.296400,1.150583
-1.266931,0.496556,0.893304,1.850413,1.002290,0.597988,0.252711,-0.266703,-0.024147,0.601406,-0.791778,0.940988,-0.187608,1.241105,1.327718,1.925550,0.250323,-1.338637,-0.319293,1.194224,-0.444267,0.162756,0.342484,-0.215784
-0.749025,0.822616,-0.197890,-0.246793,2.293526,-0.449021,-0.716224,-1.490773,-0.838064,-0.925954,-0.291338,-0.344411,-0.224799,-0.591424,-0.867041,-0.359502,-0.910367,-1.117492,-0.081802,1.377042,0.048421,-0.322164,-0.081362,2.237546
-0.248629,1.050395,-0.599923,0.058593,3.691885,-1.106396,-1.422522,-1.585448,-0.708725,-1.263254,0.182349,-0.806833,-0.705574,1.075640,-0.460368,-0.350721,-1.424267,-1.215935,0.105248,1.145565,0.323367,-1.226490,0.338385,-0.256495
-1.005917,-1.264488,-0.865378,-0.298259,1.776401,-0.521517,-0.260607,-0.415516,-1.281074,-1.688748,0.414646,-0.495932,-1.576453,-1.296444,-0.031400,-0.107037,-0.548200,0.953699,-1.538188,1.202377,-0.680146,-0.325526,0.331243,-0.311123
-0.091285,0.135137,-0.459776,-0.020572,4.387100,-1.416667,-0.765154,-1.940228,-1.741448,-0.710752,0.252667,-0.115639,-0.900468,-1.412889,-1.600017,-2.008406,-1.386428,-1.881284,0.159731,1.232529,-0.125300,-0.090153,-0.183245,2.046212
-0.484041,0.230317,-0.207641,0.615514,2.071885,-1.426763,-0.660061,-1.924307,-1.580762,-0.541091,-0.299840,-1.192159,-1.213171,-1.375460,-0.988901,-0.709499,-1.443877,-1.174987,-1.098822,0.670429,-0.345430,-0.615966,-0.336673,1.482032
0.484028,0.758421,0.347968,0.688772,3.315153,-1.085695,-0.246789,-1.557497,-0.838109,-1.122491,-0.092107,-0.700566,-0.762223,-0.671758,-1.154872,-0.440394,-0.797859,-1.358535,-0.231051,1.048849,0.724245,-0.798970,0.247316,0.569950
-1.366562,-0.722266,-0.646273,-0.436758,-0.520090,-0.148125,-0.562756,0.889121,-0.103966,-0.750370,-0.828516,-0.276856,-0.386372,-0.222524,-0.348577,-0.285828,-0.744043,2.561241,-1.234287,-1.280807,-0.509183,-0.263047,0.223356,-0.536320
-0.933696,-0.625436,-0.431045,-0.510191,-0.032683,-0.963528,-0.408717,0.330765,-0.056021,-0.138138,0.949581,-0.426829,-0.101957,0.241150,0.632055,0.195022,-0.721751,0.959044,-0.795237,-0.355519,-0.888448,-0.728427,0.244735,0.007935
-0.934493,-0.424215,-0.256703,-0.300226,0.384052,-1.009054,-0.595594,0.305615,-0.283835,-1.258280,0.558546,-0.858874,-0.031658,-1.063164,0.830713,0.489311,-0.373971,0.769399,-0.317758,-0.323350,-0.421891,-0.634155,0.266840,0.189423
-0.771053,-0.794307,-0.217882,-1.019493,0.303374,0.025290,-0.669186,0.255585,-0.263494,-0.185529,-0.623664,-0.185678,-0.329050,0.237965,0.583048,0.598258,-0.168219,1.498493,-0.714074,-0.938651,-0.509030,-0.860343,0.156232,-0.976095
-1.773951,-1.110086,0.445364,0.677605,-0.707134,0.148657,0.176485,3.027072,-0.965045,-0.801318,-0.197721,-0.647659,-0.154956,-0.619590,1.378779,1.875079,-0.783168,0.960680,-0.719340,-1.209502,-0.605813,-0.768210,0.348278,-0.874272
-2.014881,-0.584082,0.524926,0.935990,-0.099624,-0.032054,0.286913,2.287678,-1.429111,-0.775455,-0.580891,-0.831648,0.241522,-0.856803,0.453530,0.845298,-0.693103,2.012766,-0.127559,-1.444600,-0.858075,-1.612301,0.147218,-1.757358
-0.910045,-1.049673,0.079928,0.077614,-0.115782,-0.760746,-0.196914,1.694478,2.119643,0.260619,-0.394914,-0.198276,0.643044,1.897734,2.974903,3.524134,-0.734406,0.254135,-0.431227,-0.681584,-0.104606,-1.368766,0.002955,-0.211272
-1.227506,1.268856,1.141949,2.869678,-0.132882,-0.193227,0.554066,2.562160,-1.194881,1.513475,-0.997543,-0.273817,0.103189,-0.272877,0.905550,1.779475,1.248873,-0.894157,3.387706,0.049327,-0.222487,-1.590737,0.236746,-1.413503
-1.090067,-0.308010,0.375426,0.613394,0.058912,-0.289224,0.109275,0.738721,0.257427,0.018294,-0.228296,-0.062587,-0.513955,-0.122608,0.844184,1.591632,-0.103774,-0.110763,-0.424321,-0.756634,-0.543118,-0.765372,-0.271632,-0.033810
-0.595601,-0.590033,1.052659,1.238377,0.491137,-0.554281,0.337898,0.210183,1.200017,0.223529,-0.268641,0.096621,0.677331,2.490142,1.690133,2.304144,0.407784,-0.131722,-0.453669,-0.178859,-0.311683,-0.850330,0.276982,0.378298
-1.302329,0.104958,1.442890,2.390366,-0.018931,-0.498249,-0.084200,0.136951,1.814901,2.082693,-0.805900,0.589429,-0.176930,2.551476,3.667047,2.689550,-0.538243,-1.491122,-0.301468,1.008106,-0.894405,-0.799500,0.312538,-1.323618
-1.037221,-0.521944,0.970902,1.072157,-0.892214,-0.250724,0.467666,1.423023,1.844077,1.660404,-0.919789,0.571776,0.532235,1.320586,1.589228,3.589914,-0.416989,0.084043,0.146888,-0.221309,-0.204796,-1.150420,-0.428675,-1.181198
-1.110031,0.061464,1.875633,1.363491,-2.208607,-0.366344,0.542541,0.190463,1.198790,3.757438,-0.732737,0.793643,1.243343,1.608109,2.233478,1.736520,-1.033668,-2.221234,1.725673,1.179262,0.446446,-1.989415,0.275644,-1.006594
-0.613556,-0.771297,1.075566,1.334963,-0.714747,-0.468003,0.231946,0.923956,0.909870,1.616462,-0.279233,0.530633,0.608135,1.686982,3.088198,2.027232,-0.685518,-0.656541,-0.146958,0.389114,0.011890,-1.222554,0.243164,-0.703806
-0.256670,0.160652,1.489714,3.341731,-0.918999,0.462168,0.759598,0.652759,0.968993,3.795646,-0.193571,2.040825,0.535558,2.674501,1.057146,1.539638,-1.122472,-2.421640,2.733278,2.061014,0.307113,-0.833245,0.451475,-0.988203
-0.965399,-0.409902,-0.036056,-0.517576,-0.445462,0.238649,-0.175999,2.102423,-0.260460,0.691800,-1.069687,-0.385053,0.462083,0.152547,0.318622,1.393369,0.105942,1.315614,-0.112698,-0.761284,-0.527310,-0.565100,0.180996,-0.603126
-1.671650,-0.601618,-0.012921,-0.219616,-0.589074,-0.289455,-0.459148,2.082139,0.449894,0.487115,-1.712908,-0.443587,0.823332,0.649548,0.695035,3.480271,-0.602717,1.524951,-0.596401,-1.234221,-0.217475,-1.386268,0.315489,-1.356743
-1.169803,-0.615714,-0.510736,-0.466251,-0.717456,0.059962,-0.350487,2.544765,-0.813896,-0.217592,-0.750589,-0.712499,0.372565,-0.376271,-0.089688,0.321223,0.664823,2.782023,0.394265,-0.954148,-0.505590,-1.251067,0.284086,-1.231506
-1.742826,0.045126,0.437986,-0.461743,-0.777266,-0.400320,-0.539315,3.333526,0.265289,0.169131,-0.899108,-1.507697,0.559320,-0.348947,1.327795,2.042349,0.280757,0.897153,-1.105841,-1.153479,-0.958598,-1.737269,0.151283,-1.222693
-1.460941,-0.820670,-0.281726,-0.675173,0.012396,-0.216675,-0.812801,2.426140,-0.835990,-0.617770,-0.561392,-0.915247,-0.656044,-0.523168,0.159721,1.168691,-0.204156,1.252507,-0.638731,-1.306662,-0.549754,-0.853335,0.218934,-1.138461
-1.015363,1.076647,1.648046,0.812357,-0.564957,-0.031370,-0.897891,2.001669,0.707173,0.875165,-1.391119,-0.852857,0.364142,0.220528,0.630459,4.200719,2.128224,0.198765,2.663225,-1.319170,0.020951,-1.181253,-0.097326,-0.904808
-1.237919,-0.769104,0.653062,-0.237272,0.370869,-0.851288,-0.376191,1.152638,-1.766593,-1.279602,-0.137047,-1.442074,-0.065328,-0.838001,-0.300877,0.492343,-0.613094,4.458317,-0.454176,-0.700044,-0.973773,-0.608278,0.366240,-1.369282
0.787198,-1.108655,0.425452,-0.889988,0.867286,-0.320631,0.105247,-1.207018,-2.081820,-0.680560,0.786082,0.460539,-0.959301,-1.027430,0.156467,0.504483,-1.318019,4.765127,-0.409725,-0.770396,-0.585044,0.843748,-0.258394,-0.650191
